5000000
300
ZONE	MED	LOSS(MEV)	(MEV)	EXCITATION	PI0	(MEV)	PI+	K+	MU-	MU+	PROT	DEUT	TRIT	HE3	ALPH	ELSC	INEL	FISS
30	1	2512720	387,85	27,16	1	18,22	0	0	0	0	6651	668	162	340	1523	2382	6341	0
31	1	2514930	409,263	12,26	0	0	0	0	0	0	6492	649	143	324	1464	2483	6179	0
32	1	2519320	375,786	21,32	1	13,92	0	0	0	0	6496	623	134	314	1477	2330	6051	0
33	1	2525720	391,747	7,38	0	0	0	0	0	0	6703	589	136	317	1489	2385	6252	0
34	1	2533080	387,142	7,343	0	0	0	0	0	0	6741	640	136	326	1430	2414	6185	0
35	1	2541010	398,374	0	1	2,29	0	0	0	0	6819	647	160	333	1501	2491	6466	0
36	1	2547360	403,672	5,551	0	0	0	0	0	0	7015	643	160	305	1559	2470	6387	0
37	1	2552540	391,526	17,96	0	0	0	0	0	0	7044	594	158	315	1483	2491	6330	0
38	1	2555210	419,009	4,374	0	0	0	0	0	0	6883	613	160	313	1581	2572	6260	0
39	1	2562950	416,262	0	0	0	0	0	0	0	7036	623	161	312	1515	2547	6401	0
40	1	2566880	422,578	11,63	0	0	0	0	0	0	7043	626	186	348	1467	2567	6148	0
41	1	2574270	411,187	9,789	0	0	0	0	0	0	7216	623	158	312	1560	2582	6284	0
42	1	2580550	430,801	6,531	0	0	0	0	0	0	7221	637	172	309	1592	2655	6387	0
43	1	2585300	415,252	8,545	0	0	0	0	0	0	7257	654	148	321	1535	2533	6435	0
44	1	2587080	440,508	26,05	0	0	0	0	0	0	7295	601	150	330	1498	2577	6337	0
45	1	2593090	425,627	0	1	20,4	0	0	0	0	7247	608	154	358	1538	2640	6387	0
46	1	2598480	419	0	0	0	0	0	0	0	7386	645	146	288	1494	2689	6272	0
47	1	2601540	414,678	6,631	0	0	0	0	0	0	7214	662	139	286	1534	2650	6375	0
48	1	2611880	424,967	11,75	1	14,17	0	0	0	0	7480	656	156	324	1582	2625	6618	0
49	1	2617730	432,96	7,202	0	0	0	0	0	0	7670	604	169	350	1541	2676	6447	0
50	1	2620140	431,376	4,043	0	0	0	0	0	0	7627	627	169	316	1456	2670	6408	0
51	1	2626370	437,764	8,369	0	0	0	0	0	0	7560	662	169	334	1529	2748	6521	0
52	1	2630640	438,142	3,407	0	0	0	0	0	0	7709	631	164	313	1514	2744	6541	0
53	1	2635420	427,463	2,03	0	0	0	0	0	0	7767	587	154	342	1609	2702	6556	0
54	1	2637480	464,254	49,89	1	7,066	0	0	0	0	7601	646	162	335	1559	2783	6436	0
55	1	2644540	457,838	11,8	0	0	0	0	0	0	7600	611	157	313	1588	2891	6590	0
56	1	2648800	453,591	5,257	0	0	0	0	0	0	7782	685	148	336	1446	2748	6548	0
57	1	2655470	445,098	12,41	0	0	0	0	0	0	7894	634	168	339	1535	2913	6431	0
58	1	2659460	454,155	15,54	0	0	0	0	0	0	7841	619	174	340	1530	2763	6463	0
59	1	2661160	430,683	3,203	0	0	0	0	0	0	7744	681	180	340	1481	2805	6539	0
60	1	2666170	447,613	4,392	0	0	0	0	0	0	7778	637	162	333	1465	2833	6608	0
61	1	2671560	465,156	12,7	0	0	0	0	0	0	7817	609	159	310	1517	2957	6657	0
62	1	2679460	447,856	1,406	1	0,2645	0	0	0	0	7962	646	151	344	1662	2825	6614	0
63	1	2684640	446,897	0	0	0	0	0	0	0	8059	643	169	303	1602	2886	6660	0
64	1	2687200	451,038	5,319	0	0	0	0	0	0	8090	655	165	336	1499	2924	6506	0
65	1	2692670	473,901	0	0	0	0	0	0	0	8148	617	158	327	1554	2986	6676	0
66	1	2696450	461,188	11,26	0	0	0	0	0	0	8136	672	162	331	1570	2896	6576	0
67	1	2700040	454,715	9,519	0	0	0	0	0	0	8151	639	152	326	1500	2925	6558	0
68	1	2703220	470,562	3,54	0	0	0	0	0	0	8139	589	149	337	1482	3074	6628	0
69	1	2710870	488,428	11,56	0	0	0	0	0	0	8040	694	157	349	1496	3048	6608	0
70	1	2713140	460,355	9,182	0	0	0	0	0	0	8155	626	160	337	1589	2901	6600	0
71	1	2719440	467,737	0	0	0	0	0	0	0	8270	607	137	344	1660	2988	6589	0
72	1	2723490	466,039	0	0	0	0	0	0	0	8251	676	158	326	1528	3020	6634	0
73	1	2727730	470,838	1,166	0	0	0	0	0	0	8264	629	160	307	1586	3121	6568	0
74	1	2731260	501,516	1,317	0	0	0	0	0	0	8269	644	179	307	1502	3191	6563	0
75	1	2736480	455,764	2,63	0	0	0	0	0	0	8372	663	159	314	1547	3007	6684	0
76	1	2744110	472,443	0	0	0	0	0	0	0	8445	654	158	315	1543	3121	6775	0
77	1	2747320	471,075	14,47	0	0	0	0	0	0	8339	646	153	349	1560	3113	6674	0
78	1	2749690	466,364	0	0	0	0	0	0	0	8520	589	168	355	1406	3056	6550	0
79	1	2753250	491,976	3	0	0	0	0	0	0	8341	614	166	336	1527	3161	6630	0
80	1	2755960	471,329	12,06	0	0	0	0	0	0	8248	596	148	318	1568	3125	6473	0
81	1	2761210	452,816	11,01	1	2,38	0	0	0	0	8407	606	146	286	1468	3015	6478	0
82	1	2765270	450,012	17,93	0	0	0	0	0	0	8330	644	142	343	1597	3012	6553	0
83	1	2772550	471,558	25,28	0	0	0	0	0	0	8630	634	163	335	1528	3232	6652	0
84	1	2772970	487,59	11,85	0	0	0	0	0	0	8394	636	141	272	1530	3219	6662	0
85	1	2779700	492,76	6,512	0	0	0	0	0	0	8570	649	148	289	1542	3180	6659	0
86	1	2786240	484,126	0	0	0	0	0	0	0	8736	641	163	361	1601	3107	6733	0
87	1	2787840	494,09	13,25	0	0	0	0	0	0	8651	664	166	300	1529	3270	6780	0
88	1	2793670	474,477	0	0	0	0	0	0	0	8636	638	152	322	1536	3132	6620	0
89	1	2796850	510,5	14,28	0	0	0	0	0	0	8785	634	158	297	1633	3301	6786	0
90	1	2800550	490,1	0	0	0	0	0	0	0	8618	595	149	324	1435	3232	6580	0
91	1	2804320	512,516	3,984	0	0	0	0	0	0	8727	600	156	341	1527	3277	6680	0
92	1	2810030	488,725	0,1986	0	0	0	0	0	0	8513	644	165	321	1559	3287	6625	0
93	1	2816910	515,588	16,44	0	0	0	0	0	0	8635	649	137	365	1641	3193	6731	0
94	1	2821760	485,545	0	0	0	0	0	0	0	9003	618	163	341	1580	3214	6685	0
95	1	2822210	503,913	26,1	0	0	0	0	0	0	8750	597	172	362	1482	3369	6718	0
96	1	2828380	490,351	19,4	0	0	0	0	0	0	8768	650	176	343	1543	3234	6735	0
97	1	2833830	507,434	24,25	0	0	0	0	0	0	8759	646	146	344	1583	3352	6665	0
98	1	2838370	484,058	8,414	0	0	0	0	0	0	9166	634	161	320	1547	3258	6699	0
99	1	2842270	503,08	6,97	0	0	0	0	0	0	8874	634	147	327	1557	3376	6644	0
100	1	2846600	505,094	2,597	0	0	0	0	0	0	9009	634	174	352	1540	3370	6619	0
101	1	2849360	532,363	30,37	0	0	0	0	0	0	9051	616	179	317	1580	3490	6745	0
102	1	2853180	506,809	6,93	0	0	0	0	0	0	8982	615	141	298	1571	3397	6646	0
103	1	2857870	515,858	15,43	0	0	0	0	0	0	9005	659	152	341	1532	3512	6636	0
104	1	2859590	511,617	6,538	0	0	0	0	0	0	8893	631	148	327	1526	3393	6788	0
105	1	2863220	524,096	8,769	0	0	0	0	0	0	8940	650	132	319	1553	3462	6593	0
106	1	2868630	532,754	5,404	0	0	0	0	0	0	8986	665	157	330	1541	3420	6795	0
107	1	2871610	495,663	0	0	0	0	0	0	0	8911	622	156	307	1481	3415	6582	0
108	1	2878720	523,525	17,28	0	0	0	0	0	0	9121	616	164	350	1601	3559	6698	0
109	1	2882900	503,915	23,14	0	0	0	0	0	0	9073	668	151	340	1556	3496	6725	0
110	1	2884990	530,723	8,786	0	0	0	0	0	0	9145	629	140	358	1530	3506	6566	0
111	1	2887670	527,426	12,8	0	0	0	0	0	0	9207	625	155	333	1487	3480	6743	0
112	1	2891950	559,379	24,27	0	0	0	0	0	0	9247	613	145	303	1566	3647	6671	0
113	1	2895600	544,302	10,04	0	0	0	0	0	0	9094	610	171	337	1526	3701	6649	0
114	1	2897390	510,523	10,32	0	0	0	0	0	0	9149	577	164	316	1558	3589	6597	0
115	1	2903350	539,584	16,16	0	0	0	0	0	0	9221	622	148	312	1591	3572	6889	0
116	1	2906370	552,233	3,749	0	0	0	0	0	0	9336	611	148	341	1523	3724	6685	0
117	1	2912580	564,313	17,23	0	0	0	0	0	0	9305	632	178	339	1603	3778	6869	0
118	1	2914160	561,711	31,49	0	0	0	0	0	0	9226	596	139	319	1462	3773	6650	0
119	1	2918260	541,519	2,154	0	0	0	0	0	0	9278	638	134	309	1550	3706	6706	0
120	1	2919820	564,571	13,64	0	0	0	0	0	0	9165	620	130	312	1581	3849	6742	0
121	1	2926580	554,071	8,857	0	0	0	0	0	0	9304	620	154	320	1643	3806	6756	0
122	1	2929130	564,222	12,47	0	0	0	0	0	0	9380	638	147	331	1560	3816	6780	0
123	1	2931880	573,937	8,405	0	0	0	0	0	0	9111	653	152	335	1566	3895	6589	0
124	1	2936800	567,105	3,683	0	0	0	0	0	0	9424	630	135	310	1588	3785	6743	0
125	1	2939120	545,107	0,6054	0	0	0	0	0	0	9230	609	165	340	1526	3859	6542	0
126	1	2945300	577,13	13,7	0	0	0	0	0	0	9298	620	155	317	1539	3916	6789	0
127	1	2950770	582,954	9,105	0	0	0	0	0	0	9440	607	147	362	1571	3962	6677	0
128	1	2953420	575,778	14,83	0	0	0	0	0	0	9258	647	142	317	1549	3972	6636	0
129	1	2959080	560,134	8,407	0	0	0	0	0	0	9346	608	146	295	1567	3837	6732	0
130	1	2964150	578,988	5,468	0	0	0	0	0	0	9479	597	161	319	1465	3881	6784	0
131	1	2966070	589,543	15,31	0	0	0	0	0	0	9395	617	141	279	1489	4038	6593	0
132	1	2972180	579,032	22,63	0	0	0	0	0	0	9567	593	124	319	1626	4036	6896	0
133	1	2976950	578,314	29,53	0	0	0	0	0	0	9433	602	153	332	1483	4001	6730	0
134	1	2982430	577,352	0	0	0	0	0	0	0	9613	590	142	341	1543	4085	6707	0
135	1	2987200	581,755	15,04	0	0	0	0	0	0	9485	650	153	332	1488	4053	6666	0
136	1	2992760	578,767	32,68	0	0	0	0	0	0	9610	639	181	331	1591	4037	6760	0
137	1	2995420	573,579	6,365	0	0	0	0	0	0	9517	621	174	318	1568	3998	6643	0
138	1	2997690	583,986	6,404	0	0	0	0	0	0	9507	602	168	315	1543	3931	6826	0
139	1	3003080	589,983	15,27	0	0	0	0	0	0	9714	658	150	287	1576	4023	6757	0
140	1	3005840	583,752	9,306	0	0	0	0	0	0	9635	627	124	336	1598	4152	6799	0
141	1	3009690	603,53	0	0	0	0	0	0	0	9626	608	134	312	1561	4099	6831	0
142	1	3015730	572,078	20,53	0	0	0	0	0	0	9599	621	147	334	1626	4096	6745	0
143	1	3015500	597,805	16,98	0	0	0	0	0	0	9618	593	135	294	1582	4187	6748	0
144	1	3021540	586,146	6,366	0	0	0	0	0	0	9802	585	130	348	1558	4144	6851	0
145	1	3025240	617,684	7,62	0	0	0	0	0	0	9898	570	143	302	1583	4262	6965	0
146	1	3027120	629,379	20,81	0	0	0	0	0	0	9629	602	145	274	1525	4287	6784	0
147	1	3031870	580,033	45,16	0	0	0	0	0	0	9829	589	175	306	1531	4216	6866	0
148	1	3033110	606,604	21,58	0	0	0	0	0	0	9637	578	147	290	1436	4310	6761	0
149	1	3038760	616,047	11,71	0	0	0	0	0	0	9771	598	156	306	1532	4306	6797	0
150	1	3044140	624,003	15,78	0	0	0	0	0	0	9822	601	153	341	1651	4327	7007	0
151	1	3049310	617,553	7,159	0	0	0	0	0	0	9829	630	165	334	1603	4237	6740	0
152	1	3054470	640,295	8,076	0	0	0	0	0	0	9788	583	157	318	1557	4398	6732	0
153	1	3063760	638,717	10,16	0	0	0	0	0	0	10001	591	111	307	1581	4529	6847	0
154	1	3076150	638,04	18,97	0	0	0	0	0	0	9897	629	161	347	1601	4374	6785	0
155	1	3089830	633,009	6,377	0	0	0	0	0	0	10031	614	145	315	1622	4484	6987	0
156	1	3099190	644,917	0	0	0	0	0	0	0	10043	639	150	300	1545	4622	6804	0
157	1	3110690	641,335	10,72	0	0	0	0	0	0	9954	601	128	323	1592	4716	6839	0
158	1	3118200	646,954	6,793	0	0	0	0	0	0	10040	605	139	303	1466	4542	6865	0
159	1	3126680	656,199	2,054	0	0	0	0	0	0	10010	600	157	301	1626	4606	6711	0
160	1	3130000	671,933	15,31	0	0	0	0	0	0	9954	621	141	307	1516	4649	6781	0
161	1	3138410	666,346	13,01	0	0	0	0	0	0	10035	608	146	277	1554	4688	6646	0
162	1	3145850	644,738	16,35	0	0	0	0	0	0	10088	584	154	300	1670	4591	6832	0
163	1	3151540	651,982	10,5	0	0	0	0	0	0	10124	605	158	319	1556	4558	6910	0
164	1	3157110	643,424	25,94	0	0	0	0	0	0	10138	628	137	302	1477	4660	6830	0
165	1	3165130	676,679	19,93	0	0	0	0	0	0	10214	591	147	301	1651	4855	6973	0
166	1	3167900	672,028	15,99	0	0	0	0	0	0	10174	619	146	283	1499	4793	6761	0
167	1	3173520	676,458	6,089	0	0	0	0	0	0	10268	614	130	299	1502	4779	6872	0
168	1	3177900	688,77	12,01	0	0	0	0	0	0	9953	588	128	281	1558	4890	6701	0
169	1	3186050	681,953	9,092	0	0	0	0	0	0	10207	599	139	313	1522	4877	6792	0
170	1	3192050	682,299	9,026	0	0	0	0	0	0	10056	580	161	308	1573	4942	6820	0
171	1	3197220	697,229	5,292	0	0	0	0	0	0	10126	547	150	310	1488	5112	6663	0
172	1	3207330	714,462	15,89	0	0	0	0	0	0	10248	594	149	282	1597	5231	6869	0
173	1	3211200	694,443	2,725	0	0	0	0	0	0	10107	602	134	273	1527	5065	6664	0
174	1	3220130	707,785	21,41	0	0	0	0	0	0	10225	587	156	328	1477	5138	6811	0
175	1	3228080	727,965	8,467	0	0	0	0	0	0	10308	633	105	303	1469	5150	6822	0
176	1	3235410	702,271	3,611	0	0	0	0	0	0	10342	631	138	318	1585	5170	6883	0
177	1	3240430	737,487	9,066	0	0	0	0	0	0	10410	547	135	336	1539	5452	6746	0
178	1	3248430	727,585	4,66	0	0	0	0	0	0	10326	626	118	292	1575	5236	6842	0
179	1	3253710	738,942	7,375	0	0	0	0	0	0	10308	578	135	273	1572	5287	6708	0
180	1	3260130	714,426	2,993	0	0	0	0	0	0	10333	566	128	292	1531	5215	6795	0
181	1	3270360	737,474	4,56	0	0	0	0	0	0	10544	569	138	316	1613	5369	6838	0
182	1	3276320	742,955	5,012	0	0	0	0	0	0	10325	599	142	268	1504	5395	6754	0
183	1	3282850	771,409	8,345	0	0	0	0	0	0	10189	545	124	305	1619	5548	6801	0
184	1	3291530	740,709	3,309	0	0	0	0	0	0	10483	582	128	320	1542	5396	6854	0
185	1	3299240	750,045	12,58	0	0	0	0	0	0	10398	583	127	304	1517	5497	6777	0
186	1	3307620	775,505	14,94	0	0	0	0	0	0	10463	579	134	275	1584	5590	6793	0
187	1	3316800	777,544	19,08	0	0	0	0	0	0	10435	592	141	266	1544	5649	6841	0
188	1	3324140	782,022	38,71	0	0	0	0	0	0	10588	558	122	274	1521	5783	6782	0
189	1	3333340	772,994	4,646	0	0	0	0	0	0	10642	562	123	286	1548	5728	6888	0
190	1	3339810	780,455	20,2	0	0	0	0	0	0	10506	552	126	296	1569	5659	6825	0
191	1	3347620	789,491	6,706	0	0	0	0	0	0	10423	562	145	317	1450	5782	6778	0
192	1	3357060	783,114	10,34	0	0	0	0	0	0	10496	586	118	259	1491	5754	6561	0
193	1	3365560	786,081	8,047	0	0	0	0	0	0	10661	574	118	304	1574	5873	6833	0
194	1	3372990	789,768	0	0	0	0	0	0	0	10509	544	108	284	1557	5854	6818	0
195	1	3381820	806,981	15,45	0	0	0	0	0	0	10416	541	133	299	1551	5887	6662	0
196	1	3390140	836,731	0	0	0	0	0	0	0	10682	532	119	272	1588	6033	6793	0
197	1	3397020	819,107	13,91	0	0	0	0	0	0	10466	535	132	316	1515	5976	6693	0
198	1	3405280	803,791	18,07	0	0	0	0	0	0	10565	565	130	263	1495	6137	6753	0
199	1	3415470	834,939	8,261	0	0	0	0	0	0	10544	577	124	273	1513	6232	6649	0
200	1	3424870	829,54	7,11	0	0	0	0	0	0	10611	550	135	271	1548	6136	6759	0
201	1	3433560	831,219	22,04	0	0	0	0	0	0	10620	576	125	295	1560	6230	6722	0
202	1	3443160	833,771	7,369	0	0	0	0	0	0	10642	572	132	309	1617	6376	6800	0
203	1	3453410	852,487	11,92	0	0	0	0	0	0	10735	594	100	302	1529	6272	6741	0
204	1	3462280	860,13	20,4	0	0	0	0	0	0	10904	546	106	309	1495	6406	6732	0
205	1	3472810	866,21	0	0	0	0	0	0	0	10729	537	104	297	1541	6480	6844	0
206	1	3485150	869,062	0	0	0	0	0	0	0	10838	531	122	312	1561	6426	6810	0
207	1	3496380	867,836	0	0	0	0	0	0	0	10848	561	127	295	1430	6481	6779	0
208	1	3510270	863,71	3,313	0	0	0	0	0	0	10749	521	107	279	1502	6508	6718	0
209	1	3527900	887,209	6,876	0	0	0	0	0	0	10912	558	126	281	1528	6705	6806	0
210	1	3543530	895,904	4,756	0	0	0	0	0	0	10924	542	106	285	1605	6684	6787	0
211	1	3556920	924,647	23,07	0	0	0	0	0	0	10829	571	113	285	1557	6875	6865	0
212	1	3573960	918,484	4,253	0	0	0	0	0	0	11145	566	121	310	1537	6860	6905	0
213	1	3587990	937,155	6,609	0	0	0	0	0	0	11056	557	124	317	1569	7016	6843	0
214	1	3600510	948,467	25,04	0	0	0	0	0	0	10979	556	131	281	1588	7051	6694	0
215	1	3612740	943,197	26,48	0	0	0	0	0	0	11081	552	120	259	1521	6978	6792	0
216	1	3629780	945,088	20,51	0	0	0	0	0	0	11097	559	136	308	1605	7048	6976	0
217	1	3645650	956,675	6,313	0	0	0	0	0	0	11029	528	133	314	1578	7159	6942	0
218	1	3661890	970,672	0	0	0	0	0	0	0	11141	528	131	268	1527	7332	6881	0
219	1	3676760	944,86	21,95	0	0	0	0	0	0	11246	523	115	259	1496	7235	6830	0
220	1	3695580	990,091	9,614	0	0	0	0	0	0	11144	547	132	274	1590	7451	6797	0
221	1	3712430	989,248	10,31	0	0	0	0	0	0	11085	551	125	294	1558	7506	6840	0
222	1	3728800	990,832	0	0	0	0	0	0	0	11235	513	108	291	1571	7727	6912	0
223	1	3747240	1025,11	9,453	0	0	0	0	0	0	11210	588	103	273	1548	7666	6855	0
224	1	3764600	1011,5	5,529	0	0	0	0	0	0	11439	557	118	268	1651	7680	7029	0
225	1	3776820	1022,01	19,38	0	0	0	0	0	0	11301	511	122	266	1501	7885	6846	0
226	1	3794610	1051,02	15,87	0	0	0	0	0	0	11365	546	108	271	1595	7889	7028	0
227	1	3812110	1021,62	33,85	0	0	0	0	0	0	11352	567	116	268	1548	7978	6946	0
228	1	3832700	1075,41	14,29	0	0	0	0	0	0	11659	527	125	259	1526	8326	7064	0
229	1	3852610	1064,2	17,06	0	0	0	0	0	0	11564	491	113	250	1612	8177	6990	0
230	1	3873310	1101,97	20,87	0	0	0	0	0	0	11459	507	109	254	1471	8400	6959	0
231	1	3897740	1108,66	14,04	0	0	0	0	0	0	11478	548	104	235	1589	8424	7028	0
232	1	3923180	1100,78	21,95	0	0	0	0	0	0	11624	572	113	243	1544	8482	7129	0
233	1	3949290	1106,53	10,11	0	0	0	0	0	0	11718	529	86	246	1533	8664	7026	0
234	1	3975460	1120,94	4,801	0	0	0	0	0	0	11483	548	95	274	1527	8689	6931	0
235	1	4004870	1119,13	7,726	0	0	0	0	0	0	11545	501	117	242	1660	8876	6972	0
236	1	4033870	1137,93	14,22	0	0	0	0	0	0	11764	535	107	265	1597	9007	6894	0
237	1	4063460	1144,9	0	0	0	0	0	0	0	11865	562	116	257	1575	8880	7077	0
238	1	4094560	1186,5	23,75	0	0	0	0	0	0	11755	559	104	248	1580	9062	7197	0
239	1	4125990	1180,1	0	0	0	0	0	0	0	11956	530	104	256	1501	9147	7061	0
240	1	4159810	1215,01	15,56	0	0	0	0	0	0	11975	533	93	253	1583	9433	7035	0
241	1	4194670	1216,14	22,72	0	0	0	0	0	0	11932	527	97	260	1530	9365	7256	0
242	1	4229990	1224,84	9,154	0	0	0	0	0	0	11677	496	110	235	1544	9560	7041	0
243	1	4270840	1234,13	6,266	0	0	0	0	0	0	11904	530	77	276	1618	9593	7237	0
244	1	4312720	1253,1	14,35	0	0	0	0	0	0	12106	520	102	233	1599	9646	7209	0
245	1	4355300	1255,14	1,178	0	0	0	0	0	0	11848	531	114	244	1551	9659	7244	0
246	1	4402220	1279,85	21,23	0	0	0	0	0	0	12229	550	111	235	1607	9947	7337	0
247	1	4449140	1272,02	0	0	0	0	0	0	0	12291	567	108	244	1636	9824	7479	0
248	1	4498430	1326,02	24,59	0	0	0	0	0	0	12171	579	106	236	1653	10246	7409	0
249	1	4551830	1302,21	21,9	0	0	0	0	0	0	12352	542	101	294	1606	10230	7388	0
250	1	4607820	1302,42	26,23	0	0	0	0	0	0	12384	547	132	253	1627	10220	7666	0
251	1	4666050	1336,51	0	0	0	0	0	0	0	12568	509	111	250	1629	10479	7496	0
252	1	4728740	1363,77	17,42	0	0	0	0	0	0	12715	530	78	227	1607	10554	7727	0
253	1	4794120	1341,41	25,41	0	0	0	0	0	0	12564	551	107	235	1708	10704	7646	0
254	1	4865580	1421,18	4,571	0	0	0	0	0	0	12507	539	115	247	1600	10920	7866	0
255	1	4942970	1417	18,25	0	0	0	0	0	0	12913	569	116	226	1644	11085	7829	0
256	1	5022040	1458,08	13,74	0	0	0	0	0	0	13152	565	91	256	1657	11439	7860	0
257	1	5107200	1466,96	18	0	0	0	0	0	0	13069	570	113	235	1746	11399	7914	0
258	1	5201960	1482,55	6,435	0	0	0	0	0	0	13230	578	100	231	1785	11673	8201	0
259	1	5303800	1530,58	12,54	0	0	0	0	0	0	13606	589	95	256	1861	11890	8320	0
260	1	5408690	1523,64	24,14	0	0	0	0	0	0	13896	586	92	213	1639	12061	8240	0
261	1	5526900	1551,82	22,93	0	0	0	0	0	0	14326	586	116	255	1689	12198	8528	0
262	1	5654980	1596,6	29,47	0	0	0	0	0	0	14627	587	115	229	1805	12612	8558	0
263	1	5798240	1616,48	6,144	0	0	0	0	0	0	15237	584	102	194	1829	12712	8804	0
264	1	5955640	1617,18	19,42	0	0	0	0	0	0	15932	607	104	210	1764	12858	8912	0
265	1	6133290	1682,79	43,26	0	0	0	0	0	0	16700	590	100	218	1926	13352	9191	0
266	1	6336330	1672,88	17,43	0	0	0	0	0	0	17817	587	127	190	1997	13187	9497	0
267	1	6563980	1716,39	5,639	0	0	0	0	0	0	19593	616	106	175	2005	13350	9617	0
268	1	6829590	1724,33	26,73	0	0	0	0	0	0	22185	603	109	198	2110	13601	10040	0
269	1	7133670	1755,8	17,92	0	0	0	0	0	0	26124	610	104	169	2045	13664	10312	0
270	1	7494700	1765,89	34,94	0	0	0	0	0	0	32408	609	101	201	2140	13685	10904	0
271	1	7920260	1779,84	56,67	0	0	0	0	0	0	42812	657	115	187	2150	13649	11669	0
272	1	8422890	1696,28	94,69	0	0	0	0	0	0	61166	642	103	152	2003	13403	12653	0
273	1	8997790	1691,34	61,47	0	0	0	0	0	0	91674	620	77	125	1943	13182	14137	0
274	1	9609900	1599,27	98,48	0	0	0	0	0	0	139582	570	53	94	1802	12359	16068	0
275	1	10169200	1536,44	173	0	0	0	0	0	0	209084	482	59	90	1522	11762	18802	0
276	1	10514300	1347,11	143,6	0	0	0	0	0	0	294401	444	41	50	1342	10506	21438	0
277	1	10483200	1145,37	112,3	0	0	0	0	0	0	385720	373	37	40	1059	9057	24168	0
278	1	9898440	981,295	113,4	0	0	0	0	0	0	459129	243	24	26	854	7528	25258	0
279	1	8747160	737,259	101,5	0	0	0	0	0	0	494871	207	21	18	669	5845	24662	0
280	1	7120760	528,379	58,6	0	0	0	0	0	0	477007	131	17	15	411	4180	22129	0
281	1	5281770	375,786	42,1	0	0	0	0	0	0	409422	98	12	12	350	2927	17932	0
282	1	3538560	255,174	33,75	0	0	0	0	0	0	310087	50	20	13	243	2041	13052	0
283	1	2128070	170,755	14,42	0	0	0	0	0	0	207995	70	9	6	184	1376	8825	0
284	1	1138040	130,058	10,6	0	0	0	0	0	0	122280	42	19	8	153	1039	5234	0
285	1	544054	111,655	6,689	0	0	0	0	0	0	62544	43	16	6	141	845	3000	0
286	1	233913	109,479	14,02	0	0	0	0	0	0	28409	53	10	9	142	783	1842	0
287	1	95712	95,3789	0	0	0	0	0	0	0	11383	35	14	8	141	731	1295	0
